sector,date,value
utilities,25/09/2021,
utilities,26/09/2021,
utilities,27/09/2021,151.3
utilities,28/09/2021,149.13
utilities,29/09/2021,149.85
utilities,30/09/2021,148.34
utilities,01/10/2021,148.78
utilities,02/10/2021,
utilities,03/10/2021,
utilities,04/10/2021,150.28
utilities,05/10/2021,150.5
utilities,06/10/2021,151.49
utilities,07/10/2021,151.76
utilities,08/10/2021,150.92
utilities,09/10/2021,
utilities,10/10/2021,
utilities,11/10/2021,149.04
utilities,12/10/2021,149.89
utilities,13/10/2021,151.67
utilities,14/10/2021,153.08
utilities,15/10/2021,152.93
utilities,16/10/2021,
utilities,17/10/2021,
utilities,18/10/2021,151.91
utilities,19/10/2021,153.77
utilities,20/10/2021,156.03
utilities,21/10/2021,155.86
utilities,22/10/2021,156.42
utilities,23/10/2021,
utilities,24/10/2021,
utilities,25/10/2021,155.62
utilities,26/10/2021,156.5
utilities,27/10/2021,156.25
utilities,28/10/2021,157.61
utilities,29/10/2021,156.03
utilities,30/10/2021,
utilities,31/10/2021,
utilities,01/11/2021,157.09
utilities,02/11/2021,156.96
utilities,03/11/2021,156.35
utilities,04/11/2021,155.85
utilities,05/11/2021,156.58
utilities,06/11/2021,
utilities,07/11/2021,
utilities,08/11/2021,155.11
utilities,09/11/2021,155.24
utilities,10/11/2021,156.13
utilities,11/11/2021,155.21
utilities,12/11/2021,154.87
utilities,13/11/2021,
utilities,14/11/2021,
utilities,15/11/2021,156.45
utilities,16/11/2021,155.33
utilities,17/11/2021,155.42
utilities,18/11/2021,154.89
utilities,19/11/2021,155.01
utilities,20/11/2021,
utilities,21/11/2021,
utilities,22/11/2021,155.16
utilities,23/11/2021,155.18
utilities,24/11/2021,155.39
utilities,25/11/2021,156.27
utilities,26/11/2021,153.87
utilities,27/11/2021,
utilities,28/11/2021,
utilities,29/11/2021,155.22
utilities,30/11/2021,152
utilities,01/12/2021,152.92
utilities,02/12/2021,153.14
utilities,03/12/2021,153.96
utilities,04/12/2021,
utilities,05/12/2021,
utilities,06/12/2021,156.51
utilities,07/12/2021,157.73
utilities,08/12/2021,157.77
utilities,09/12/2021,157.47
utilities,10/12/2021,157.87
utilities,11/12/2021,
utilities,12/12/2021,
utilities,13/12/2021,158.8
utilities,14/12/2021,158.02
utilities,15/12/2021,160.03
utilities,16/12/2021,160.96
utilities,17/12/2021,159.55
utilities,18/12/2021,
utilities,19/12/2021,
utilities,20/12/2021,159.31
utilities,21/12/2021,159.92
utilities,22/12/2021,160.74
utilities,23/12/2021,160.89
utilities,24/12/2021,160.93
utilities,25/12/2021,
utilities,26/12/2021,
utilities,27/12/2021,161.22
utilities,28/12/2021,162.66
utilities,29/12/2021,163.53
utilities,30/12/2021,163.79
utilities,31/12/2021,164.24
cons_stap,22/01/2020,255
cons_stap,23/01/2020,254.18
cons_stap,24/01/2020,253.84
cons_stap,25/01/2020,
cons_stap,26/01/2020,
cons_stap,27/01/2020,251.81
cons_stap,28/01/2020,252
cons_stap,29/01/2020,251.15
cons_stap,30/01/2020,252.24
cons_stap,31/01/2020,250.78
cons_stap,01/02/2020,
cons_stap,02/02/2020,
cons_stap,03/02/2020,250.64
cons_stap,04/02/2020,252.44
cons_stap,05/02/2020,253.54
cons_stap,06/02/2020,254.65
cons_stap,07/02/2020,254.45
cons_stap,08/02/2020,
cons_stap,09/02/2020,
cons_stap,10/02/2020,254.81
cons_stap,11/02/2020,254.25
cons_stap,12/02/2020,253.75
cons_stap,13/02/2020,253.8
cons_stap,14/02/2020,254.7
cons_stap,15/02/2020,
cons_stap,16/02/2020,
cons_stap,17/02/2020,254.51
cons_stap,18/02/2020,253.92
cons_stap,19/02/2020,254.29
cons_stap,20/02/2020,253.27
cons_stap,21/02/2020,253.65
cons_stap,22/02/2020,
cons_stap,23/02/2020,
cons_stap,24/02/2020,247.53
cons_stap,25/02/2020,243.57
cons_stap,26/02/2020,242.23
cons_stap,27/02/2020,234.39
cons_stap,28/02/2020,228.49
cons_stap,29/02/2020,
cons_stap,01/03/2020,
cons_stap,02/03/2020,237.1
cons_stap,03/03/2020,237.24
cons_stap,04/03/2020,245.28
cons_stap,05/03/2020,243.45
cons_stap,06/03/2020,240.71
cons_stap,07/03/2020,
cons_stap,08/03/2020,
cons_stap,09/03/2020,231.27
cons_stap,10/03/2020,232.83
cons_stap,11/03/2020,225.22
cons_stap,12/03/2020,204.94
cons_stap,13/03/2020,214.38
cons_stap,14/03/2020,
cons_stap,15/03/2020,
cons_stap,16/03/2020,203.8
cons_stap,17/03/2020,215.03
cons_stap,18/03/2020,210.3
cons_stap,19/03/2020,209.15
cons_stap,20/03/2020,200.85
cons_stap,21/03/2020,
cons_stap,22/03/2020,
cons_stap,23/03/2020,193.14
cons_stap,24/03/2020,201.49
cons_stap,25/03/2020,204.26
cons_stap,26/03/2020,214.31
cons_stap,27/03/2020,212.68
cons_stap,28/03/2020,
cons_stap,29/03/2020,
cons_stap,30/03/2020,219.02
cons_stap,31/03/2020,216.62
cons_stap,01/04/2020,213.17
cons_stap,02/04/2020,216.49
cons_stap,03/04/2020,
cons_stap,04/04/2020,
cons_stap,05/04/2020,216.69
cons_stap,06/04/2020,223.38
cons_stap,07/04/2020,223.13
cons_stap,08/04/2020,224.9
cons_stap,09/04/2020,226.71
cons_stap,10/04/2020,226.67
cons_stap,11/04/2020,
cons_stap,12/04/2020,
cons_stap,13/04/2020,
cons_stap,14/04/2020,
cons_stap,15/04/2020,
cons_stap,16/04/2020,
cons_stap,17/04/2020,
cons_stap,18/04/2020,
cons_stap,19/04/2020,
cons_stap,20/04/2020,232.42
cons_stap,21/04/2020,226.47
cons_stap,22/04/2020,228.53
cons_stap,23/04/2020,227.13
cons_stap,24/04/2020,228.32
cons_stap,25/04/2020,
cons_stap,26/04/2020,
cons_stap,27/04/2020,229.33
cons_stap,28/04/2020,230.49
cons_stap,29/04/2020,230.24
cons_stap,30/04/2020,228.83
cons_stap,01/05/2020,226.66
cons_stap,02/05/2020,
cons_stap,03/05/2020,
cons_stap,04/05/2020,224.47
cons_stap,05/05/2020,224.84
cons_stap,06/05/2020,223.22
cons_stap,07/05/2020,223.25
cons_stap,08/05/2020,227.79
cons_stap,09/05/2020,
cons_stap,10/05/2020,
cons_stap,11/05/2020,227.84
cons_stap,12/05/2020,228.06
cons_stap,13/05/2020,225.24
cons_stap,14/05/2020,222.47
cons_stap,15/05/2020,223.83
cons_stap,16/05/2020,
cons_stap,17/05/2020,
cons_stap,18/05/2020,228.14
cons_stap,19/05/2020,225.78
cons_stap,20/05/2020,227.67
cons_stap,21/05/2020,225.43
cons_stap,22/05/2020,224.98
cons_stap,23/05/2020,
cons_stap,24/05/2020,
cons_stap,25/05/2020,225.78
cons_stap,26/05/2020,227.61
cons_stap,27/05/2020,229.63
cons_stap,28/05/2020,232.96
cons_stap,29/05/2020,232.99
cons_stap,30/05/2020,
cons_stap,31/05/2020,
cons_stap,01/06/2020,234.67
cons_stap,02/06/2020,235.39
cons_stap,03/06/2020,237.35
cons_stap,04/06/2020,236.92
cons_stap,05/06/2020,238.72
cons_stap,06/06/2020,
cons_stap,07/06/2020,
cons_stap,08/06/2020,240.13
cons_stap,09/06/2020,239.46
cons_stap,10/06/2020,239.83
cons_stap,11/06/2020,232.78
cons_stap,12/06/2020,231.1
cons_stap,13/06/2020,
cons_stap,14/06/2020,
cons_stap,15/06/2020,231.74
cons_stap,16/06/2020,236.48
cons_stap,17/06/2020,237.31
cons_stap,18/06/2020,237.39
cons_stap,19/06/2020,237.37
cons_stap,20/06/2020,
cons_stap,21/06/2020,
cons_stap,22/06/2020,236.34
cons_stap,23/06/2020,237.28
cons_stap,24/06/2020,232.77
cons_stap,25/06/2020,233.44
cons_stap,26/06/2020,230.96
cons_stap,27/06/2020,
cons_stap,28/06/2020,
cons_stap,29/06/2020,232.73
cons_stap,30/06/2020,233.83
cons_stap,01/07/2020,234.14
cons_stap,02/07/2020,235.75
cons_stap,03/07/2020,234.98
cons_stap,04/07/2020,
cons_stap,05/07/2020,
cons_stap,06/07/2020,237.33
cons_stap,07/07/2020,237.78
cons_stap,08/07/2020,237.53
cons_stap,09/07/2020,235.63
cons_stap,10/07/2020,238.96
cons_stap,11/07/2020,
cons_stap,12/07/2020,
cons_stap,13/07/2020,239.56
cons_stap,14/07/2020,241.05
cons_stap,15/07/2020,242.86
cons_stap,16/07/2020,242.31
cons_stap,17/07/2020,243
cons_stap,18/07/2020,
cons_stap,19/07/2020,
cons_stap,20/07/2020,241.8
cons_stap,21/07/2020,243.87
cons_stap,22/07/2020,244.68
cons_stap,23/07/2020,246.83
cons_stap,24/07/2020,246.08
cons_stap,25/07/2020,
cons_stap,26/07/2020,
cons_stap,27/07/2020,247.9
cons_stap,28/07/2020,248.76
cons_stap,29/07/2020,249.78
cons_stap,30/07/2020,248.66
cons_stap,31/07/2020,246.92
cons_stap,01/08/2020,
cons_stap,02/08/2020,
cons_stap,03/08/2020,246.69
cons_stap,04/08/2020,249
cons_stap,05/08/2020,249.25
cons_stap,06/08/2020,247.75
cons_stap,07/08/2020,247.46
cons_stap,08/08/2020,
cons_stap,09/08/2020,
cons_stap,10/08/2020,248.28
cons_stap,11/08/2020,247.77
cons_stap,12/08/2020,251.35
cons_stap,13/08/2020,251.29
cons_stap,14/08/2020,250.61
cons_stap,15/08/2020,
cons_stap,16/08/2020,
cons_stap,17/08/2020,251.87
cons_stap,18/08/2020,252.83
cons_stap,19/08/2020,252.52
cons_stap,20/08/2020,250.77
cons_stap,21/08/2020,250.31
cons_stap,22/08/2020,
cons_stap,23/08/2020,
cons_stap,24/08/2020,252.88
cons_stap,25/08/2020,252.15
cons_stap,26/08/2020,252.73
cons_stap,27/08/2020,253.3
cons_stap,28/08/2020,254.25
cons_stap,29/08/2020,
cons_stap,30/08/2020,
cons_stap,31/08/2020,253.77
cons_stap,01/09/2020,253.19
cons_stap,02/09/2020,256.94
cons_stap,03/09/2020,253.9
cons_stap,04/09/2020,251.59
cons_stap,05/09/2020,
cons_stap,06/09/2020,
cons_stap,07/09/2020,252.2
cons_stap,08/09/2020,248.91
cons_stap,09/09/2020,252.82
cons_stap,10/09/2020,251.06
cons_stap,11/09/2020,251.98
cons_stap,12/09/2020,
cons_stap,13/09/2020,
cons_stap,14/09/2020,252.95
cons_stap,15/09/2020,252.87
cons_stap,16/09/2020,252.55
cons_stap,17/09/2020,251.11
cons_stap,18/09/2020,249.6
cons_stap,19/09/2020,
cons_stap,20/09/2020,
cons_stap,21/09/2020,246.39
cons_stap,22/09/2020,247.76
cons_stap,23/09/2020,246.03
cons_stap,24/09/2020,245.72
cons_stap,25/09/2020,246.49
cons_stap,26/09/2020,
cons_stap,27/09/2020,
cons_stap,28/09/2020,249.91
cons_stap,29/09/2020,248.93
cons_stap,30/09/2020,250.12
cons_stap,01/10/2020,251.11
cons_stap,02/10/2020,250.39
cons_stap,03/10/2020,
cons_stap,04/10/2020,
cons_stap,05/10/2020,252.38
cons_stap,06/10/2020,251
cons_stap,07/10/2020,252.11
cons_stap,08/10/2020,253.31
cons_stap,09/10/2020,255.54
cons_stap,10/10/2020,
cons_stap,11/10/2020,
cons_stap,12/10/2020,257.87
cons_stap,13/10/2020,257.29
cons_stap,14/10/2020,256.68
cons_stap,15/10/2020,254.35
cons_stap,16/10/2020,255.15
cons_stap,17/10/2020,
cons_stap,18/10/2020,
cons_stap,19/10/2020,253.14
cons_stap,20/10/2020,253.4
cons_stap,21/10/2020,253
cons_stap,22/10/2020,251.94
cons_stap,23/10/2020,252.47
cons_stap,24/10/2020,
cons_stap,25/10/2020,
cons_stap,26/10/2020,249.92
cons_stap,27/10/2020,249.35
cons_stap,28/10/2020,242.72
cons_stap,29/10/2020,241.33
cons_stap,30/10/2020,240.04
cons_stap,31/10/2020,
cons_stap,01/11/2020,
cons_stap,02/11/2020,243.53
cons_stap,03/11/2020,248
cons_stap,04/11/2020,249.74
cons_stap,05/11/2020,251.91
cons_stap,06/11/2020,252.96
cons_stap,07/11/2020,
cons_stap,08/11/2020,
cons_stap,09/11/2020,253.91
cons_stap,10/11/2020,257.97
cons_stap,11/11/2020,260.18
cons_stap,12/11/2020,259.93
cons_stap,13/11/2020,261.16
cons_stap,14/11/2020,
cons_stap,15/11/2020,
cons_stap,16/11/2020,263.39
cons_stap,17/11/2020,262.55
cons_stap,18/11/2020,260.66
cons_stap,19/11/2020,259.63
cons_stap,20/11/2020,258.6
cons_stap,21/11/2020,
cons_stap,22/11/2020,
cons_stap,23/11/2020,256.98
cons_stap,24/11/2020,258.37
cons_stap,25/11/2020,259.44
cons_stap,26/11/2020,259.76
cons_stap,27/11/2020,260.04
cons_stap,28/11/2020,
cons_stap,29/11/2020,
cons_stap,30/11/2020,258.79
cons_stap,01/12/2020,259.78
cons_stap,02/12/2020,258.58
cons_stap,03/12/2020,259.36
cons_stap,04/12/2020,260.76
cons_stap,05/12/2020,
cons_stap,06/12/2020,
cons_stap,07/12/2020,260.21
cons_stap,08/12/2020,261.27
cons_stap,09/12/2020,261.34
cons_stap,10/12/2020,261.04
cons_stap,11/12/2020,261.21
cons_stap,12/12/2020,
cons_stap,13/12/2020,
cons_stap,14/12/2020,260.75
cons_stap,15/12/2020,260.63
cons_stap,16/12/2020,262.19
cons_stap,17/12/2020,263.4
cons_stap,18/12/2020,263.42
cons_stap,19/12/2020,
cons_stap,20/12/2020,
cons_stap,21/12/2020,259.65
cons_stap,22/12/2020,258.97
cons_stap,23/12/2020,260.2
cons_stap,24/12/2020,261.05
cons_stap,25/12/2020,261.12
cons_stap,26/12/2020,
cons_stap,27/12/2020,
cons_stap,28/12/2020,262.93
cons_stap,29/12/2020,264.77
cons_stap,30/12/2020,264.68
cons_stap,31/12/2020,264.65
cons_stap,01/01/2021,264.65
cons_stap,02/01/2021,
cons_stap,03/01/2021,
cons_stap,04/01/2021,263.92
cons_stap,05/01/2021,263.49
cons_stap,06/01/2021,263.12
cons_stap,07/01/2021,262.51
cons_stap,08/01/2021,263.74
cons_stap,09/01/2021,
cons_stap,10/01/2021,
cons_stap,11/01/2021,260.48
cons_stap,12/01/2021,259.37
cons_stap,13/01/2021,259.88
cons_stap,14/01/2021,259.36
cons_stap,15/01/2021,258.38
cons_stap,16/01/2021,
cons_stap,17/01/2021,
cons_stap,18/01/2021,258.02
cons_stap,19/01/2021,257.56
cons_stap,20/01/2021,257.73
cons_stap,21/01/2021,257.65
cons_stap,22/01/2021,257.27
cons_stap,23/01/2021,
cons_stap,24/01/2021,
cons_stap,25/01/2021,258.97
cons_stap,26/01/2021,260.85
cons_stap,27/01/2021,257.86
cons_stap,28/01/2021,258.22
cons_stap,29/01/2021,253.27
cons_stap,30/01/2021,
cons_stap,31/01/2021,
cons_stap,01/02/2021,253.8
cons_stap,02/02/2021,255.42
cons_stap,03/02/2021,255.71
cons_stap,04/02/2021,255.46
cons_stap,05/02/2021,256.79
cons_stap,06/02/2021,
cons_stap,07/02/2021,
cons_stap,08/02/2021,257.8
cons_stap,09/02/2021,258.48
cons_stap,10/02/2021,258.31
cons_stap,11/02/2021,257.59
cons_stap,12/02/2021,258.07
cons_stap,13/02/2021,
cons_stap,14/02/2021,
cons_stap,15/02/2021,259.16
cons_stap,16/02/2021,258.47
cons_stap,17/02/2021,257.79
cons_stap,18/02/2021,257.21
cons_stap,19/02/2021,255.12
cons_stap,20/02/2021,
cons_stap,21/02/2021,
cons_stap,22/02/2021,254.58
cons_stap,23/02/2021,254.66
cons_stap,24/02/2021,253.69
cons_stap,25/02/2021,251.98
cons_stap,26/02/2021,246.53
cons_stap,27/02/2021,
cons_stap,28/02/2021,
cons_stap,01/03/2021,249.14
cons_stap,02/03/2021,249.11
cons_stap,03/03/2021,248.19
cons_stap,04/03/2021,248.35
cons_stap,05/03/2021,250.81
cons_stap,06/03/2021,
cons_stap,07/03/2021,
cons_stap,08/03/2021,251.3
cons_stap,09/03/2021,252.58
cons_stap,10/03/2021,255.16
cons_stap,11/03/2021,255.03
cons_stap,12/03/2021,255.88
cons_stap,13/03/2021,
cons_stap,14/03/2021,
cons_stap,15/03/2021,256.92
cons_stap,16/03/2021,257.9
cons_stap,17/03/2021,257.89
cons_stap,18/03/2021,257.35
cons_stap,19/03/2021,257.57
cons_stap,20/03/2021,
cons_stap,21/03/2021,
cons_stap,22/03/2021,259.72
cons_stap,23/03/2021,260.39
cons_stap,24/03/2021,258.52
cons_stap,25/03/2021,259.73
cons_stap,26/03/2021,262.76
cons_stap,27/03/2021,
cons_stap,28/03/2021,
cons_stap,29/03/2021,265.49
cons_stap,30/03/2021,263.19
cons_stap,31/03/2021,261.97
cons_stap,01/04/2021,261.54
cons_stap,02/04/2021,261.63
cons_stap,03/04/2021,
cons_stap,04/04/2021,
cons_stap,05/04/2021,264.04
cons_stap,06/04/2021,265.55
cons_stap,07/04/2021,266.13
cons_stap,08/04/2021,267.37
cons_stap,09/04/2021,267
cons_stap,10/04/2021,
cons_stap,11/04/2021,
cons_stap,12/04/2021,267.56
cons_stap,13/04/2021,266.77
cons_stap,14/04/2021,266.62
cons_stap,15/04/2021,268.99
cons_stap,16/04/2021,270.5
cons_stap,17/04/2021,
cons_stap,18/04/2021,
cons_stap,19/04/2021,270.17
cons_stap,20/04/2021,269.56
cons_stap,21/04/2021,270.84
cons_stap,22/04/2021,270.85
cons_stap,23/04/2021,270.09
cons_stap,24/04/2021,
cons_stap,25/04/2021,
cons_stap,26/04/2021,267.87
cons_stap,27/04/2021,267.19
cons_stap,28/04/2021,267.2
cons_stap,29/04/2021,269.67
cons_stap,30/04/2021,269.1
cons_stap,01/05/2021,
cons_stap,02/05/2021,
cons_stap,03/05/2021,
cons_stap,04/05/2021,271.17
cons_stap,05/05/2021,269.59
cons_stap,06/05/2021,270.11
cons_stap,07/05/2021,273.36
cons_stap,08/05/2021,274.68
cons_stap,09/05/2021,
cons_stap,10/05/2021,
cons_stap,11/05/2021,276.43
cons_stap,12/05/2021,273.33
cons_stap,13/05/2021,271.29
cons_stap,14/05/2021,273.63
cons_stap,15/05/2021,275.68
cons_stap,16/05/2021,
cons_stap,17/05/2021,
cons_stap,18/05/2021,276.01
cons_stap,19/05/2021,276.18
cons_stap,20/05/2021,275.05
cons_stap,21/05/2021,277.44
cons_stap,22/05/2021,277.62
cons_stap,23/05/2021,
cons_stap,24/05/2021,
cons_stap,25/05/2021,278.47
cons_stap,26/05/2021,278.91
cons_stap,27/05/2021,278.7
cons_stap,28/05/2021,276.73
cons_stap,29/05/2021,276.98
cons_stap,30/05/2021,
cons_stap,31/05/2021,276.67
cons_stap,01/06/2021,276.54
cons_stap,02/06/2021,277.55
cons_stap,03/06/2021,278.08
cons_stap,04/06/2021,279.62
cons_stap,05/06/2021,
cons_stap,06/06/2021,
cons_stap,07/06/2021,279.92
cons_stap,08/06/2021,278.92
cons_stap,09/06/2021,278.36
cons_stap,10/06/2021,279.24
cons_stap,11/06/2021,279.04
cons_stap,12/06/2021,
cons_stap,13/06/2021,
cons_stap,14/06/2021,278.98
cons_stap,15/06/2021,279.45
cons_stap,16/06/2021,277.79
cons_stap,17/06/2021,276.87
cons_stap,18/06/2021,272.29
cons_stap,19/06/2021,
cons_stap,20/06/2021,
cons_stap,21/06/2021,274.49
cons_stap,22/06/2021,275.35
cons_stap,23/06/2021,274.1
cons_stap,24/06/2021,274.73
cons_stap,25/06/2021,276.28
cons_stap,26/06/2021,
cons_stap,27/06/2021,
cons_stap,28/06/2021,276.45
cons_stap,29/06/2021,275.4
cons_stap,30/06/2021,275.35
cons_stap,01/07/2021,
cons_stap,02/07/2021,275.17
cons_stap,03/07/2021,275.75
cons_stap,04/07/2021,
cons_stap,05/07/2021,
cons_stap,06/07/2021,276.04
cons_stap,07/07/2021,274.91
cons_stap,08/07/2021,276.41
cons_stap,09/07/2021,274.94
cons_stap,10/07/2021,276.01
cons_stap,11/07/2021,
cons_stap,12/07/2021,
cons_stap,13/07/2021,276.63
cons_stap,14/07/2021,276.78
cons_stap,15/07/2021,277.92
cons_stap,16/07/2021,277.84
cons_stap,17/07/2021,278.48
cons_stap,18/07/2021,
cons_stap,19/07/2021,
cons_stap,20/07/2021,276.34
cons_stap,21/07/2021,276.07
cons_stap,22/07/2021,276.65
cons_stap,23/07/2021,275.48
cons_stap,24/07/2021,278.16
cons_stap,25/07/2021,
cons_stap,26/07/2021,
cons_stap,27/07/2021,278.21
cons_stap,28/07/2021,278.69
cons_stap,29/07/2021,276.89
cons_stap,30/07/2021,278.75
cons_stap,31/07/2021,278.49
cons_stap,01/08/2021,
cons_stap,02/08/2021,279.11
cons_stap,03/08/2021,279.67
cons_stap,04/08/2021,277.29
cons_stap,05/08/2021,278.15
cons_stap,06/08/2021,277.18
cons_stap,07/08/2021,
cons_stap,08/08/2021,
cons_stap,09/08/2021,277.72
cons_stap,10/08/2021,278.79
cons_stap,11/08/2021,279.83
cons_stap,12/08/2021,279.46
cons_stap,13/08/2021,281.84
cons_stap,14/08/2021,
cons_stap,15/08/2021,
cons_stap,16/08/2021,282.6
cons_stap,17/08/2021,282.46
cons_stap,18/08/2021,279.99
cons_stap,19/08/2021,280.05
cons_stap,20/08/2021,280.61
cons_stap,21/08/2021,
cons_stap,22/08/2021,
cons_stap,23/08/2021,281.27
cons_stap,24/08/2021,279.91
cons_stap,25/08/2021,278.95
cons_stap,26/08/2021,277.91
cons_stap,27/08/2021,279.02
cons_stap,28/08/2021,
cons_stap,29/08/2021,
cons_stap,30/08/2021,280.37
cons_stap,31/08/2021,280.45
cons_stap,01/09/2021,282.02
cons_stap,02/09/2021,282.53
cons_stap,03/09/2021,282.47
cons_stap,04/09/2021,
cons_stap,05/09/2021,
cons_stap,06/09/2021,282.8
cons_stap,07/09/2021,280.47
cons_stap,08/09/2021,281.11
cons_stap,09/09/2021,280.02
cons_stap,10/09/2021,279.78
cons_stap,11/09/2021,
cons_stap,12/09/2021,
cons_stap,13/09/2021,280.04
cons_stap,14/09/2021,278.86
cons_stap,15/09/2021,278.68
cons_stap,16/09/2021,277.67
cons_stap,17/09/2021,276.26
cons_stap,18/09/2021,
cons_stap,19/09/2021,
cons_stap,20/09/2021,274.09
cons_stap,21/09/2021,274.8
cons_stap,22/09/2021,275.39
cons_stap,23/09/2021,276.17
cons_stap,24/09/2021,275.52
cons_stap,25/09/2021,
cons_stap,26/09/2021,
cons_stap,27/09/2021,273.99
cons_stap,28/09/2021,270.28
cons_stap,29/09/2021,271.79
cons_stap,30/09/2021,268.87
cons_stap,01/10/2021,268.4
cons_stap,02/10/2021,
cons_stap,03/10/2021,
cons_stap,04/10/2021,268.42
cons_stap,05/10/2021,269
cons_stap,06/10/2021,269.8
cons_stap,07/10/2021,271.33
cons_stap,08/10/2021,270.89
cons_stap,09/10/2021,
cons_stap,10/10/2021,
cons_stap,11/10/2021,270.41
cons_stap,12/10/2021,270.01
cons_stap,13/10/2021,271.36
cons_stap,14/10/2021,274.22
cons_stap,15/10/2021,274.31
cons_stap,16/10/2021,
cons_stap,17/10/2021,
cons_stap,18/10/2021,272.82
cons_stap,19/10/2021,272.63
cons_stap,20/10/2021,274.88
cons_stap,21/10/2021,274.78
cons_stap,22/10/2021,276.6
cons_stap,23/10/2021,
cons_stap,24/10/2021,
cons_stap,25/10/2021,276.07
cons_stap,26/10/2021,277.28
cons_stap,27/10/2021,276.32
cons_stap,28/10/2021,278.61
cons_stap,29/10/2021,277.7
cons_stap,30/10/2021,
cons_stap,31/10/2021,
cons_stap,01/11/2021,278.94
cons_stap,02/11/2021,280.07
cons_stap,03/11/2021,282.25
cons_stap,04/11/2021,282.47
cons_stap,05/11/2021,283.56
cons_stap,06/11/2021,
cons_stap,07/11/2021,
cons_stap,08/11/2021,281.61
cons_stap,09/11/2021,282.82
cons_stap,10/11/2021,283.08
cons_stap,11/11/2021,282.46
cons_stap,12/11/2021,283.02
cons_stap,13/11/2021,
cons_stap,14/11/2021,
cons_stap,15/11/2021,284.07
cons_stap,16/11/2021,282.15
cons_stap,17/11/2021,281.52
cons_stap,18/11/2021,280.9
cons_stap,19/11/2021,280.32
cons_stap,20/11/2021,
cons_stap,21/11/2021,
cons_stap,22/11/2021,280.85
cons_stap,23/11/2021,281.34
cons_stap,24/11/2021,279.96
cons_stap,25/11/2021,280.69
cons_stap,26/11/2021,277.32
cons_stap,27/11/2021,
cons_stap,28/11/2021,
cons_stap,29/11/2021,277.4
cons_stap,30/11/2021,270.92
cons_stap,01/12/2021,271.11
cons_stap,02/12/2021,272.23
cons_stap,03/12/2021,274.41
cons_stap,04/12/2021,
cons_stap,05/12/2021,
cons_stap,06/12/2021,278.71
cons_stap,07/12/2021,280.41
cons_stap,08/12/2021,280.03
cons_stap,09/12/2021,280.27
cons_stap,10/12/2021,283.89
cons_stap,11/12/2021,
cons_stap,12/12/2021,
cons_stap,13/12/2021,285.35
cons_stap,14/12/2021,284.77
cons_stap,15/12/2021,286.42
cons_stap,16/12/2021,289.09
cons_stap,17/12/2021,286.32
cons_stap,18/12/2021,
cons_stap,19/12/2021,
cons_stap,20/12/2021,285.75
cons_stap,21/12/2021,285.92
cons_stap,22/12/2021,287.55
cons_stap,23/12/2021,288.25
cons_stap,24/12/2021,288.28
cons_stap,25/12/2021,
cons_stap,26/12/2021,
cons_stap,27/12/2021,289.9
cons_stap,28/12/2021,291.67
cons_stap,29/12/2021,293.05
cons_stap,30/12/2021,291.99
cons_stap,31/12/2021,293.25
energy,22/01/2020,191.21
energy,23/01/2020,190.23
energy,24/01/2020,188.98
energy,25/01/2020,
energy,26/01/2020,
energy,27/01/2020,184.46
energy,28/01/2020,184.91
energy,29/01/2020,183.54
energy,30/01/2020,183.02
energy,31/01/2020,178.75
energy,01/02/2020,
energy,02/02/2020,
energy,03/02/2020,176.25
energy,04/02/2020,177.66
energy,05/02/2020,182.32
energy,06/02/2020,180.81
energy,07/02/2020,179.44
energy,08/02/2020,
energy,09/02/2020,
energy,10/02/2020,177.88
energy,11/02/2020,179.63
energy,12/02/2020,181.73
energy,13/02/2020,180.1
energy,14/02/2020,178.96
energy,15/02/2020,
energy,16/02/2020,
energy,17/02/2020,179.2
energy,18/02/2020,177.78
energy,19/02/2020,179.56
energy,20/02/2020,179.27
energy,21/02/2020,177.2
energy,22/02/2020,
energy,23/02/2020,
energy,24/02/2020,169.84
energy,25/02/2020,164.4
energy,26/02/2020,161.04
energy,27/02/2020,154.31
energy,28/02/2020,152.68
energy,29/02/2020,
energy,01/03/2020,
energy,02/03/2020,156.58
energy,03/03/2020,154.35
energy,04/03/2020,156.66
energy,05/03/2020,152.71
energy,06/03/2020,145.33
energy,07/03/2020,
energy,08/03/2020,
energy,09/03/2020,117.53
energy,10/03/2020,120.89
energy,11/03/2020,115.76
energy,12/03/2020,99.09
energy,13/03/2020,105.51
energy,14/03/2020,
energy,15/03/2020,
energy,16/03/2020,93.34
energy,17/03/2020,92.88
energy,18/03/2020,80.5
energy,19/03/2020,84.75
energy,20/03/2020,87.32
energy,21/03/2020,
energy,22/03/2020,
energy,23/03/2020,83.76
energy,24/03/2020,97.96
energy,25/03/2020,103.63
energy,26/03/2020,108.03
energy,27/03/2020,100.98
energy,28/03/2020,
energy,29/03/2020,
energy,30/03/2020,103.23
energy,31/03/2020,107.42
energy,01/04/2020,103.98
energy,02/04/2020,111.13
energy,03/04/2020,
energy,04/04/2020,
energy,05/04/2020,108.26
energy,06/04/2020,111.94
energy,07/04/2020,114.13
energy,08/04/2020,117.65
energy,09/04/2020,117.86
energy,10/04/2020,117.84
energy,11/04/2020,
energy,12/04/2020,
energy,13/04/2020,
energy,14/04/2020,
energy,15/04/2020,
energy,16/04/2020,
energy,17/04/2020,
energy,18/04/2020,
energy,19/04/2020,
energy,20/04/2020,112.16
